SECTION ID,HIGHWAY,SECTION,SECTION LENGTH,SECTION DESCRIPTION,Date,DESCRIPTION,GROUP,TYPE,COUNTY,PTRUCKS,ADT,AADT,DIRECTION,85PCT,PRIORITY_POINTS
10040,10,40,8.71,BARSS CORNER RD(NEW GERMANY) TO NORTH BRANCH LAHAVE RIVER BRIDGE(PINEHURST),09/13/2016,PINEHURST (SB) (LOOPS),A,VC,LUN,,"1,396","1,320",S,,
10040,10,40,8.71,BARSS CORNER RD(NEW GERMANY) TO NORTH BRANCH LAHAVE RIVER BRIDGE(PINEHURST),08/15/2012,PINEHURST (SB) (LOOPS),A,VC,LUN,6,"1,303","1,110",S,,
10040,10,40,8.71,BARSS CORNER RD(NEW GERMANY) TO NORTH BRANCH LAHAVE RIVER BRIDGE(PINEHURST),08/15/2012,PINEHURST (NB) (LOOPS),A,VC,LUN,6,"1,296","1,100",N,,
10040,10,40,8.71,BARSS CORNER RD(NEW GERMANY) TO NORTH BRANCH LAHAVE RIVER BRIDGE(PINEHURST),05-07-2009,PINEHURST (LOOPS),A,VC,LUN,6,"2,786","2,740",,96,
10040,10,40,8.71,BARSS CORNER RD(NEW GERMANY) TO NORTH BRANCH LAHAVE RIVER BRIDGE(PINEHURST),06/14/2006,PINEHURST (SB) (LOOPS),A,VC,LUN,7,"1,364","1,260",S,,
10040,10,40,8.71,BARSS CORNER RD(NEW GERMANY) TO NORTH BRANCH LAHAVE RIVER BRIDGE(PINEHURST),06/14/2006,PINEHURST  (NB) (LOOPS),A,VC,LUN,6,"1,368","1,260",N,,
10040,10,40,8.71,BARSS CORNER RD(NEW GERMANY) TO NORTH BRANCH LAHAVE RIVER BRIDGE(PINEHURST),07/21/2005,PINEHURST (SB) (LOOPS),A,VC,LUN,8,"1,463","1,320",S,,
10040,10,40,8.71,BARSS CORNER RD(NEW GERMANY) TO NORTH BRANCH LAHAVE RIVER BRIDGE(PINEHURST),07/21/2005,PINEHURST  (NB) (LOOPS),A,VC,LUN,8,"1,461","1,320",N,,
10045,10,45,6.77,NORTH BRANCH LAHAVE RIVER BRIDGE (PINEHURST) TO BRUHM RD (WEST NORTHFIELD),06/23/2021,1 KM NORTH OF BRUHN RD,A,TC,LUN,,"3,836","3,550",,,
10045,10,45,6.77,NORTH BRANCH LAHAVE RIVER BRIDGE (PINEHURST) TO BRUHM RD (WEST NORTHFIELD),07/23/2018,1 KM NORTH OF BRUHN RD,A,TC,LUN,,"3,781","3,350",,,
10045,10,45,6.77,NORTH BRANCH LAHAVE RIVER BRIDGE (PINEHURST) TO BRUHM RD (WEST NORTHFIELD),08/17/2015,1 KM NORTH OF BRUHN RD,A,TC,LUN,,"3,740","3,100",,,
10045,10,45,6.77,NORTH BRANCH LAHAVE RIVER BRIDGE (PINEHURST) TO BRUHM RD (WEST NORTHFIELD),08-06-2012,1 KM NORTH OF BRUHN RD (SB),A,VC,LUN,6,"1,693","1,530",S,,
10045,10,45,6.77,NORTH BRANCH LAHAVE RIVER BRIDGE (PINEHURST) TO BRUHM RD (WEST NORTHFIELD),08-06-2012,1 KM NORTH OF BRUHN RD (NB),A,VC,LUN,6,"1,667","1,510",N,,
10045,10,45,6.77,NORTH BRANCH LAHAVE RIVER BRIDGE (PINEHURST) TO BRUHM RD (WEST NORTHFIELD),09-01-2009,1 KM NORTH OF BRUHN RD,A,TC,LUN,,"3,529","3,260",,,
10045,10,45,6.77,NORTH BRANCH LAHAVE RIVER BRIDGE (PINEHURST) TO BRUHM RD (WEST NORTHFIELD),06/14/2006,1 KM NORTH OF BRUHN RD,A,TC,LUN,,"3,965","3,650",,,
10050,10,50,5.6,BRUHM RD (WEST NORTHFIELD) TO COOKS BROOK BRIDGE,06/23/2021,JUST NORTH OF RHODENIZER RD,A,TC,LUN,,"6,472","5,980",,,
10050,10,50,5.6,BRUHM RD (WEST NORTHFIELD) TO COOKS BROOK BRIDGE,07/23/2018,JUST NORTH OF RHODENIZER RD,A,TC,LUN,,"5,104","4,520",,,
10050,10,50,5.6,BRUHM RD (WEST NORTHFIELD) TO COOKS BROOK BRIDGE,08/24/2015,JUST NORTH OF RHODENIZER RD,A,TC,LUN,,"4,868","4,220",,,
10050,10,50,5.6,BRUHM RD (WEST NORTHFIELD) TO COOKS BROOK BRIDGE,08-06-2012,JUST NORTH OF RHODENIZER RD,A,TC,LUN,,"4,025","3,640",,,
10050,10,50,5.6,BRUHM RD (WEST NORTHFIELD) TO COOKS BROOK BRIDGE,09/21/2009,JUST NORTH OF RHODENIZER RD (SB),A,VC,LUN,7,"2,089","2,000",S,,
10050,10,50,5.6,BRUHM RD (WEST NORTHFIELD) TO COOKS BROOK BRIDGE,09/21/2009,JUST NORTH OF RHODENIZER RD (NB),A,VC,LUN,7,"2,074","1,980",N,,
10050,10,50,5.6,BRUHM RD (WEST NORTHFIELD) TO COOKS BROOK BRIDGE,06/14/2006,JUST NORTH OF RHODENIZER RD,A,TC,LUN,,"4,805","4,420",,,
10055,10,55,3.18,COOKS BROOK BRIDGE TO BRIDGEWATER TOWN LINE,06/23/2021,1 KM NORTH OF HWY 103 INTER/C,A,TC,LUN,,"6,561","6,070",,,
10055,10,55,3.18,COOKS BROOK BRIDGE TO BRIDGEWATER TOWN LINE,07/23/2018,50 M SOUTH OF PINE GROVE RD (SB),A,VC,LUN,10,"6,145","5,450",S,,
10055,10,55,3.18,COOKS BROOK BRIDGE TO BRIDGEWATER TOWN LINE,07/23/2018,50 M SOUTH OF PINE GROVE RD (NB),A,VC,LUN,17,"3,291","2,920",N,,
10055,10,55,3.18,COOKS BROOK BRIDGE TO BRIDGEWATER TOWN LINE,10-04-2016,50 M SOUTH OF COOKS LN,A,TC,LUN,,"12,517","11,600",,,
10055,10,55,3.18,COOKS BROOK BRIDGE TO BRIDGEWATER TOWN LINE,10-04-2016,50 M NORTH OF MCCULLOCH RD,A,TC,LUN,,"13,334","12,400",,,
10055,10,55,3.18,COOKS BROOK BRIDGE TO BRIDGEWATER TOWN LINE,10-04-2016,50 M SOUTH OF PINE GROVE RD,A,TC,LUN,,"9,351","8,470",,,
10055,10,55,3.18,COOKS BROOK BRIDGE TO BRIDGEWATER TOWN LINE,08/24/2015,JUST SOUTH OF RTE 331,A,TC,LUN,,"6,074","5,260",,,
10055,10,55,3.18,COOKS BROOK BRIDGE TO BRIDGEWATER TOWN LINE,11/19/2014,TK 10 AT MCCULLOCH RD,,SA,LUN,,,,,,87
10055,10,55,3.18,COOKS BROOK BRIDGE TO BRIDGEWATER TOWN LINE,08-06-2012,1 KM NORTH OF HWY 103 INTER/C,A,TC,LUN,,"5,546","5,010",,,
10055,10,55,3.18,COOKS BROOK BRIDGE TO BRIDGEWATER TOWN LINE,03-11-2010,AT LAHAVE ST AND IRVING,,SA,LUN,,,,,,64
10055,10,55,3.18,COOKS BROOK BRIDGE TO BRIDGEWATER TOWN LINE,01/15/2010,AT LAHAVE ST AND IRVING,,SA,LUN,,,,,,71
10055,10,55,3.18,COOKS BROOK BRIDGE TO BRIDGEWATER TOWN LINE,09-01-2009,1 KM NORTH OF HWY 103 INTER/C,A,TC,LUN,,"5,103","4,720",,,
10055,10,55,3.18,COOKS BROOK BRIDGE TO BRIDGEWATER TOWN LINE,07/30/2009,AFTER THE INTER/S BEFORE TRAFFIC LIGHTS,A,TC,LUN,,"10,001","8,820",,,
10055,10,55,3.18,COOKS BROOK BRIDGE TO BRIDGEWATER TOWN LINE,07/30/2009,JUST SOUTH OF RTE 331,A,TC,LUN,,"5,438","4,800",,,
10055,10,55,3.18,COOKS BROOK BRIDGE TO BRIDGEWATER TOWN LINE,05/15/2008,AFTER THE INTER/S SOUTH OF PINE GROVE RD,A,TC,LUN,,"9,324","8,800",,,
10055,10,55,3.18,COOKS BROOK BRIDGE TO BRIDGEWATER TOWN LINE,05/15/2008,1 KM NORTH OF HWY 103 INTERSECTION,A,TC,LUN,,"5,171","4,880",,,
10055,10,55,3.18,COOKS BROOK BRIDGE TO BRIDGEWATER TOWN LINE,06/28/2007,JUST SOUTH OF PINE GROVE RD (AT LIGHTS),A,TC,LUN,,"10,298","9,250",,,
10055,10,55,3.18,COOKS BROOK BRIDGE TO BRIDGEWATER TOWN LINE,06/28/2007,NORTH SIDE OF TRAFFIC LIGHTS (AT PINE GROVE RD),A,TC,LUN,,"5,735","5,150",,,
10055,10,55,3.18,COOKS BROOK BRIDGE TO BRIDGEWATER TOWN LINE,09-06-2006,1 KM NORTH OF HWY 103 INTER/C,A,VC,LUN,9,"4,871","4,380",,,
10055,10,55,3.18,COOKS BROOK BRIDGE TO BRIDGEWATER TOWN LINE,07-10-2006,JUST SOUTH OF PINE GROVE RD (AT LIGHTS),A,TC,LUN,,"9,757.43","8,780",,,
10055,10,55,3.18,COOKS BROOK BRIDGE TO BRIDGEWATER TOWN LINE,06/14/2006,1 KM NORTH OF HWY 103 INTER/C (SB),A,VC,LUN,10,"2,412","2,220",S,,
10055,10,55,3.18,COOKS BROOK BRIDGE TO BRIDGEWATER TOWN LINE,06/14/2006,1 KM NORTH OF HWY 103 INTER/C (NB),A,VC,LUN,8,"2,497","2,300",N,,
10055,10,55,3.18,COOKS BROOK BRIDGE TO BRIDGEWATER TOWN LINE,04/21/2006,TK 10 AT MACULLOCH & PINE GROVE CNTR,,SA,LUN,,,,,,127
10055,10,55,3.18,COOKS BROOK BRIDGE TO BRIDGEWATER TOWN LINE,04/21/2006,TK 10 AT LAHAVE STREET,,SA,LUN,,,,,,77
12010,12,10,1.72,KENTVILLE TOWN LINE TO HWY 101 (EXIT 13),08/25/2022,1 KM SOUTH OF MILL RUN (SB),A,VC,KIN,5,"1,358","1,190",S,,
12010,12,10,1.72,KENTVILLE TOWN LINE TO HWY 101 (EXIT 13),08/25/2022,1 KM SOUTH OF MILL RUN (NB),A,VC,KIN,4,"1,510","1,320",N,,
12010,12,10,1.72,KENTVILLE TOWN LINE TO HWY 101 (EXIT 13),04/19/2021,JUST NORTH OF HWY 101 INTER/C,A,TC,KIN,,"3,430","3,470",,,
12010,12,10,1.72,KENTVILLE TOWN LINE TO HWY 101 (EXIT 13),05-01-2018,JUST NORTH OF HWY 101 INTER/C,A,TC,KIN,,"3,396","3,270",,,
12010,12,10,1.72,KENTVILLE TOWN LINE TO HWY 101 (EXIT 13),09/23/2015,JUST NORTH OF HWY 101 INTER/C (SB),A,VC,KIN,5,"1,583","1,520",S,,
12010,12,10,1.72,KENTVILLE TOWN LINE TO HWY 101 (EXIT 13),09/23/2015,JUST NORTH OF HWY 101 INTER/C (NB),A,VC,KIN,4,"1,595","1,530",N,,
12010,12,10,1.72,KENTVILLE TOWN LINE TO HWY 101 (EXIT 13),05/14/2012,JUST NORTH OF HWY 101 INTER/C,A,TC,KIN,,"3,036","2,930",,,
12010,12,10,1.72,KENTVILLE TOWN LINE TO HWY 101 (EXIT 13),06-09-2009,JUST NORTH OF HWY 101 INTER/C,A,TC,KIN,,"3,124","2,870",,,
12010,12,10,1.72,KENTVILLE TOWN LINE TO HWY 101 (EXIT 13),09-06-2006,JUST NORTH OF HWY 101 INTER/C,A,TC,KIN,,"2,583","2,320",,,
12015,12,15,3.68,HWY 101 (EXIT 13) TO ENGLISH MOUNTAIN RD (SOUTH ALTON),04/19/2021,0.5 KM SOUTH OF HWY 101 INTER/C,B,TC,KIN,,"3,748","3,910",,,
12015,12,15,3.68,HWY 101 (EXIT 13) TO ENGLISH MOUNTAIN RD (SOUTH ALTON),05-08-2018,0.5 KM SOUTH OF HWY 101 INTER/C,B,TC,KIN,,"4,035","3,960",,,
12015,12,15,3.68,HWY 101 (EXIT 13) TO ENGLISH MOUNTAIN RD (SOUTH ALTON),09/23/2015,0.5 KM SOUTH OF HWY 101 INTER/C,B,TC,KIN,,"3,999","3,680",,,
12015,12,15,3.68,HWY 101 (EXIT 13) TO ENGLISH MOUNTAIN RD (SOUTH ALTON),05/14/2012,0.5 KM SOUTH OF HWY 101 INTER/C (SB),B,VC,KIN,7,"1,856","1,790",S,,
12015,12,15,3.68,HWY 101 (EXIT 13) TO ENGLISH MOUNTAIN RD (SOUTH ALTON),05/14/2012,0.5 KM SOUTH OF HWY 101 INTER/C (NB),B,VC,KIN,8,"1,734","1,670",N,,
12015,12,15,3.68,HWY 101 (EXIT 13) TO ENGLISH MOUNTAIN RD (SOUTH ALTON),06-09-2009,0.5 KM SOUTH OF HWY 101 INTER/C,B,TC,KIN,,"3,673","3,420",,,
12015,12,15,3.68,HWY 101 (EXIT 13) TO ENGLISH MOUNTAIN RD (SOUTH ALTON),09/13/2006,0.5 KM SOUTH OF HWY 101 INTER/C,B,TC,KIN,,"3,530","3,280",,,
12020,12,20,12.17,ENGLISH MOUNTAIN RD (SOUTH ALTON) TO BUTLER RD (MURPHY LAKE),04/20/2021,5 KM SOUTH OF ENGLISH MOUNTAIN RD,B,TC,KIN,,"2,242","2,340",,,
12020,12,20,12.17,ENGLISH MOUNTAIN RD (SOUTH ALTON) TO BUTLER RD (MURPHY LAKE),05-01-2018,5 KM SOUTH OF ENGLISH MOUNTAIN RD (NB),B,VC,KIN,6,"1,070","1,080",N,,
12020,12,20,12.17,ENGLISH MOUNTAIN RD (SOUTH ALTON) TO BUTLER RD (MURPHY LAKE),05-01-2018,5 KM SOUTH OF ENGLISH MOUNTAIN RD (SB),B,VC,KIN,6,"1,070","1,080",S,,
12020,12,20,12.17,ENGLISH MOUNTAIN RD (SOUTH ALTON) TO BUTLER RD (MURPHY LAKE),09/24/2015,5 KM SOUTH OF ENGLISH MOUNTAIN RD,B,TC,KIN,,"2,489","2,290",,,
12020,12,20,12.17,ENGLISH MOUNTAIN RD (SOUTH ALTON) TO BUTLER RD (MURPHY LAKE),05/14/2012,5 KM SOUTH OF ENGLISH MOUNTAIN RD,B,TC,KIN,,"2,115","2,040",,,
12020,12,20,12.17,ENGLISH MOUNTAIN RD (SOUTH ALTON) TO BUTLER RD (MURPHY LAKE),06-09-2009,5 KM SOUTH OF ENGLISH MOUNTAIN RD (NB),B,VC,KIN,9,966,840,N,,
12020,12,20,12.17,ENGLISH MOUNTAIN RD (SOUTH ALTON) TO BUTLER RD (MURPHY LAKE),06-09-2009,5 KM SOUTH OF ENGLISH MOUNTAIN RD (SB),B,VC,KIN,8,969,840,S,,
12020,12,20,12.17,ENGLISH MOUNTAIN RD (SOUTH ALTON) TO BUTLER RD (MURPHY LAKE),09/13/2006,5 KM SOUTH OF ENGLISH MTN RD,B,TC,KIN,,"2,075","1,700",,,
12023,12,23,8.79,BUTLER RD (MURPHY LAKE) TO KINGS-LUNENBURG COUNTY LINE,01-01-2022,PERMANENT COUNTER (BLUE MOUNTAIN),C,VC,KIN,9,,"1,640",,100,
12023,12,23,8.79,BUTLER RD (MURPHY LAKE) TO KINGS-LUNENBURG COUNTY LINE,01-01-2021,PERMANENT COUNTER (BLUE MOUNTAIN),C,VC,KIN,8,,"1,650",,100,
12023,12,23,8.79,BUTLER RD (MURPHY LAKE) TO KINGS-LUNENBURG COUNTY LINE,01-01-2020,PERMANENT COUNTER (BLUE MOUNTAIN),C,VC,KIN,9,,"1,530",,100,
12023,12,23,8.79,BUTLER RD (MURPHY LAKE) TO KINGS-LUNENBURG COUNTY LINE,01-01-2019,PERMANENT COUNTER (BLUE MOUNTAIN),C,VC,KIN,8,,"1,630",,100,
12023,12,23,8.79,BUTLER RD (MURPHY LAKE) TO KINGS-LUNENBURG COUNTY LINE,01-01-2018,PERMANENT COUNTER (BLUE MOUNTAIN),C,VC,KIN,7,,"1,640",,100,
12023,12,23,8.79,BUTLER RD (MURPHY LAKE) TO KINGS-LUNENBURG COUNTY LINE,01-01-2017,PERMANENT COUNTER (BLUE MOUNTAIN),C,VC,KIN,8,,"1,620",,101,
12023,12,23,8.79,BUTLER RD (MURPHY LAKE) TO KINGS-LUNENBURG COUNTY LINE,01-01-2016,PERMANENT COUNTER (BLUE MOUNTAIN),C,VC,KIN,7,,"1,610",,100,
12023,12,23,8.79,BUTLER RD (MURPHY LAKE) TO KINGS-LUNENBURG COUNTY LINE,01-01-2015,PERMANENT COUNTER (BLUE MOUNTAIN),C,VC,KIN,8,,"1,510",,98,
12023,12,23,8.79,BUTLER RD (MURPHY LAKE) TO KINGS-LUNENBURG COUNTY LINE,01-01-2014,PERMANENT COUNTER (BLUE MOUNTAIN),C,VC,KIN,8,,"1,520",,99,
12023,12,23,8.79,BUTLER RD (MURPHY LAKE) TO KINGS-LUNENBURG COUNTY LINE,01-01-2013,PERMANENT COUNTER (BLUE MOUNTAIN),C,VC,KIN,8,,"1,480",,99,
12023,12,23,8.79,BUTLER RD (MURPHY LAKE) TO KINGS-LUNENBURG COUNTY LINE,01-01-2012,PERMANENT COUNTER (BLUE MOUNTAIN),C,VC,KIN,8,,"1,480",,99,
12023,12,23,8.79,BUTLER RD (MURPHY LAKE) TO KINGS-LUNENBURG COUNTY LINE,01-01-2011,PERMANENT COUNTER (BLUE MOUNTAIN),C,VC,KIN,11,,"1,450",,99,
12023,12,23,8.79,BUTLER RD (MURPHY LAKE) TO KINGS-LUNENBURG COUNTY LINE,01-01-2010,PERMANENT COUNTER (BLUE MOUNTAIN),C,VC,KIN,8,,"1,430",,,
12023,12,23,8.79,BUTLER RD (MURPHY LAKE) TO KINGS-LUNENBURG COUNTY LINE,01-01-2009,PERMANENT COUNTER (BLUE MOUNTAIN),C,VC,KIN,8,,"1,390",,,
12023,12,23,8.79,BUTLER RD (MURPHY LAKE) TO KINGS-LUNENBURG COUNTY LINE,01-01-2008,PERMANENT COUNTER (BLUE MOUNTAIN),C,VC,KIN,9,,"1,340",,,
12023,12,23,8.79,BUTLER RD (MURPHY LAKE) TO KINGS-LUNENBURG COUNTY LINE,01-01-2007,PERMANENT COUNTER (BLUE MOUNTAIN),C,VC,KIN,8,,"1,360",,,
12023,12,23,8.79,BUTLER RD (MURPHY LAKE) TO KINGS-LUNENBURG COUNTY LINE,01-01-2006,PERMANENT COUNTER (BLUE MOUNTAIN),C,VC,KIN,9,,"1,370",,,
12023,12,23,8.79,BUTLER RD (MURPHY LAKE) TO KINGS-LUNENBURG COUNTY LINE,01-01-2005,PERMANENT COUNTER (BLUE MOUNTAIN),C,VC,KIN,9,,"1,340",,,
12030,12,30,7.93,KINGS-LUNENBURG COUNTY LINE TO ADAMS RD (HARRISTON),06/23/2021,JUST NORTH OF ADAMS RD,B,TC,LUN,,"2,253","2,030",,,
12030,12,30,7.93,KINGS-LUNENBURG COUNTY LINE TO ADAMS RD (HARRISTON),08/26/2015,JUST NORTH OF ADAMS RD (NB),B,VC,LUN,6,984,810,N,,
12030,12,30,7.93,KINGS-LUNENBURG COUNTY LINE TO ADAMS RD (HARRISTON),08/26/2015,JUST NORTH OF ADAMS RD (SB),B,VC,LUN,7,982,810,S,,
12030,12,30,7.93,KINGS-LUNENBURG COUNTY LINE TO ADAMS RD (HARRISTON),08-07-2012,JUST NORTH OF ADAMS RD,B,TC,LUN,,"2,081","1,640",,,
12030,12,30,7.93,KINGS-LUNENBURG COUNTY LINE TO ADAMS RD (HARRISTON),09/21/2009,JUST NORTH OF ADAMS RD,B,TC,LUN,,"1,730","1,600",,,
12030,12,30,7.93,KINGS-LUNENBURG COUNTY LINE TO ADAMS RD (HARRISTON),06-05-2006,JUST NORTH OF ADAMS RD,B,TC,LUN,,"1,426","1,350",,,
12033,12,33,5.29,ADAMS RD (HARRISTON) TO FORTIES RD (NEW ROSS),06/23/2021,1 KM NORTH OF FORTIES RD (NEW ROSS),B,TC,LUN,,"2,374","2,140",,,
12033,12,33,5.29,ADAMS RD (HARRISTON) TO FORTIES RD (NEW ROSS),08/26/2015,1 KM NORTH OF FORTIES RD (NEW ROSS) (NB),B,VC,LUN,6,"1,053",870,N,,
12033,12,33,5.29,ADAMS RD (HARRISTON) TO FORTIES RD (NEW ROSS),08/26/2015,1 KM NORTH OF FORTIES RD (NEW ROSS) (SB),B,VC,LUN,6,"1,046",860,S,,
12033,12,33,5.29,ADAMS RD (HARRISTON) TO FORTIES RD (NEW ROSS),08-07-2012,1 KM NORTH OF FORTIES RD (NEW ROSS),B,TC,LUN,,"2,205","1,740",,,
12033,12,33,5.29,ADAMS RD (HARRISTON) TO FORTIES RD (NEW ROSS),09/14/2009,1 KM NORTH OF FORTIES RD (NEW ROSS),B,TC,LUN,,"1,852","1,720",,,
12033,12,33,5.29,ADAMS RD (HARRISTON) TO FORTIES RD (NEW ROSS),06-05-2006,1 KM NORTH OF FORTIES RD (NEW ROSS),B,TC,LUN,,"1,600","1,520",,,
12040,12,40,7,FORTIES RD (NEW ROSS) TO SEFFERN LAKE RD,06/23/2021,1 KM NORTH OF SEFFERN LAKE RD,B,TC,LUN,,"2,777","2,500",,,
12040,12,40,7,FORTIES RD (NEW ROSS) TO SEFFERN LAKE RD,08/26/2015,1 KM NORTH OF SEFFERN LAKE RD,B,TC,LUN,,"2,591","2,130",,,
12040,12,40,7,FORTIES RD (NEW ROSS) TO SEFFERN LAKE RD,08-08-2012,1 KM NORTH OF SEFFERN LAKE RD,B,TC,LUN,,"2,524","1,990",,,
12040,12,40,7,FORTIES RD (NEW ROSS) TO SEFFERN LAKE RD,09/14/2009,1 KM NORTH OF SEFFERN LAKE RD,B,TC,LUN,,"2,161","2,010",,,
12040,12,40,7,FORTIES RD (NEW ROSS) TO SEFFERN LAKE RD,06-05-2006,1 KM NORTH OF SEFFERN LAKE RD (NB),B,VC,LUN,8,817,780,N,,
12040,12,40,7,FORTIES RD (NEW ROSS) TO SEFFERN LAKE RD,06-05-2006,1 KM NORTH OF SEFFERN LAKE RD (SB),B,VC,LUN,10,833,790,S,,
12041,12,41,11.58,SEFFERN LAKE RD TO CHESTER GRANT RD,01-01-2022,PERMANENT COUNTER (CHESTER GRANT),B,VC,LUN,8,,"2,095",,102,
12041,12,41,11.58,SEFFERN LAKE RD TO CHESTER GRANT RD,01-01-2021,PERMANENT COUNTER (CHESTER GRANT),B,VC,LUN,10,,"2,090",,102,
12041,12,41,11.58,SEFFERN LAKE RD TO CHESTER GRANT RD,01-01-2020,PERMANENT COUNTER (CHESTER GRANT),B,VC,LUN,8,,"1,895",,102,
12041,12,41,11.58,SEFFERN LAKE RD TO CHESTER GRANT RD,01-01-2019,PERMANENT COUNTER (CHESTER GRANT),B,VC,LUN,8,,"2,000",,102,
12041,12,41,11.58,SEFFERN LAKE RD TO CHESTER GRANT RD,01-01-2018,PERMANENT COUNTER (CHESTER GRANT),B,VC,LUN,8,,"2,000",,102,
12041,12,41,11.58,SEFFERN LAKE RD TO CHESTER GRANT RD,01-01-2017,PERMANENT COUNTER (CHESTER GRANT),B,VC,LUN,8,,"1,990",,102,
12041,12,41,11.58,SEFFERN LAKE RD TO CHESTER GRANT RD,01-01-2016,PERMANENT COUNTER (CHESTER GRANT),B,VC,LUN,7,,"1,910",,103,
12041,12,41,11.58,SEFFERN LAKE RD TO CHESTER GRANT RD,01-01-2015,PERMANENT COUNTER (CHESTER GRANT),B,VC,LUN,7,,"1,830",,102,
12041,12,41,11.58,SEFFERN LAKE RD TO CHESTER GRANT RD,01-01-2014,PERMANENT COUNTER (CHESTER GRANT),B,VC,LUN,7,,"1,900",,101,
12041,12,41,11.58,SEFFERN LAKE RD TO CHESTER GRANT RD,01-01-2013,PERMANENT COUNTER (CHESTER GRANT),B,VC,LUN,8,,"1,900",,,
12041,12,41,11.58,SEFFERN LAKE RD TO CHESTER GRANT RD,01-01-2012,PERMANENT COUNTER (CHESTER GRANT),B,VC,LUN,9,,"2,120",,101,
12041,12,41,11.58,SEFFERN LAKE RD TO CHESTER GRANT RD,01-01-2011,PERMANENT COUNTER (CHESTER GRANT),B,VC,LUN,8,,"1,850",,102,
12041,12,41,11.58,SEFFERN LAKE RD TO CHESTER GRANT RD,01-01-2010,PERMANENT COUNTER (CHESTER GRANT),B,VC,LUN,8,,"1,840",,,
12041,12,41,11.58,SEFFERN LAKE RD TO CHESTER GRANT RD,01-01-2009,PERMANENT COUNTER (CHESTER GRANT),B,VC,LUN,8,,"1,810",,,
12041,12,41,11.58,SEFFERN LAKE RD TO CHESTER GRANT RD,01-01-2008,PERMANENT COUNTER (CHESTER GRANT),B,VC,LUN,9,,"1,500",,,
12041,12,41,11.58,SEFFERN LAKE RD TO CHESTER GRANT RD,01-01-2007,PERMANENT COUNTER (CHESTER GRANT),B,VC,LUN,8,,"1,690",,,
12041,12,41,11.58,SEFFERN LAKE RD TO CHESTER GRANT RD,01-01-2006,PERMANENT COUNTER (CHESTER GRANT),B,VC,LUN,9,,"1,520",,,
12041,12,41,11.58,SEFFERN LAKE RD TO CHESTER GRANT RD,01-01-2005,PERMANENT COUNTER (CHESTER GRANT),B,VC,LUN,9,,"1,520",,,
12043,12,43,4.31,CHESTER GRANT RD TO HWY 103 (EXIT 9),06/22/2021,0.5 KM NORTH OF HWY 103 INTER/C,B,TC,LUN,,"3,723","3,350",,,
12043,12,43,4.31,CHESTER GRANT RD TO HWY 103 (EXIT 9),07/21/2018,0.5 KM NORTH OF HWY 103 INTER/C,B,TC,LUN,,"3,896","3,150",,,
12043,12,43,4.31,CHESTER GRANT RD TO HWY 103 (EXIT 9),07/21/2015,0.5 KM NORTH OF HWY 103 INTER/C,B,TC,LUN,,"3,373","2,830",,,
12043,12,43,4.31,CHESTER GRANT RD TO HWY 103 (EXIT 9),08/14/2012,0.5 KM NORTH OF HWY 103 INTER/C (SB),B,VC,LUN,10,"1,612","1,290",S,,
12043,12,43,4.31,CHESTER GRANT RD TO HWY 103 (EXIT 9),08/14/2012,0.5 KM NORTH OF HWY 103 INTER/C (NB),B,VC,LUN,6,"1,610","1,280",N,,
12043,12,43,4.31,CHESTER GRANT RD TO HWY 103 (EXIT 9),09/21/2009,0.5 KM NORTH OF HWY 103 INTER/C,B,TC,LUN,,"3,137","2,890",,,
12043,12,43,4.31,CHESTER GRANT RD TO HWY 103 (EXIT 9),09/14/2009,0.5 KM NORTH OF HWY 103 INTER/C,B,TC,LUN,,"3,517","3,270",,,
12043,12,43,4.31,CHESTER GRANT RD TO HWY 103 (EXIT 9),06-06-2006,0.5 KM NORTH OF HWY 103 INTER/C,B,TC,LUN,,"2,850","2,710",,,
12045,12,45,1.27,HWY 103 (EXIT 9) TO TK 3 (CHESTER BASIN),06/22/2021,JUST SOUTH OF HWY 103 INTER/C,B,TC,LUN,,"3,853","3,470",,,
12045,12,45,1.27,HWY 103 (EXIT 9) TO TK 3 (CHESTER BASIN),10/22/2018,JUST SOUTH OF HWY 103 INTER/C (NB),B,VC,LUN,5,"1,652","1,580",N,,
12045,12,45,1.27,HWY 103 (EXIT 9) TO TK 3 (CHESTER BASIN),10/22/2018,JUST SOUTH OF HWY 103 INTER/C (SB),B,VC,LUN,9,"1,546","1,480",S,,
12045,12,45,1.27,HWY 103 (EXIT 9) TO TK 3 (CHESTER BASIN),07/21/2015,JUST SOUTH OF HWY 103 INTER/C,B,TC,LUN,,"3,574","3,000",,,
12045,12,45,1.27,HWY 103 (EXIT 9) TO TK 3 (CHESTER BASIN),08/14/2012,JUST SOUTH OF HWY 103 INTER/C,B,TC,LUN,,"3,685","2,940",,,
12045,12,45,1.27,HWY 103 (EXIT 9) TO TK 3 (CHESTER BASIN),07/29/2010,TK 12 AT CORN HILL RD & CROFT (CHESTER BASIN),,SA,LUN,,,,,,7
12045,12,45,1.27,HWY 103 (EXIT 9) TO TK 3 (CHESTER BASIN),09/14/2009,JUST SOUTH OF HWY 103 INTER/C,B,TC,LUN,,"3,486","3,240",,,
12045,12,45,1.27,HWY 103 (EXIT 9) TO TK 3 (CHESTER BASIN),06-06-2006,JUST SOUTH OF HWY 103 INTER/C,B,TC,LUN,,"3,450","3,280",,,
